32 10369.4 10014.5
48 15745.4 14301.2
64 20891.1 20220.1
96 36606.3 33562.6
128 41377.1 39205.9
192 58643.9 50500.7
256 79367.5 75335.4
384 129076 129842
512 151323 146919
768 221166 213076
1024 413737 376156
1536 432859 397332
2048 608799 550847
3072 671843 665473
4096 899725 874727
6144 1322430 1291170
8192 2520620 2037860
12288 2080420 1944720
16384 3069890 3001840
24576 4893670 4693730
32768 5196730 4958250
